local,total_area_plantada_hectare,total_cacau_semente_hectare
Rio Branco do Ivaí (PR),15184,-
Rio Branco do Sul (PR),2421,-
Rio Negro (PR),17920,-
Rolândia (PR),52674,-
Roncador (PR),60080,-
Rondon (PR),22990,-
Rosário do Ivaí (PR),6046,-
Sabáudia (PR),17742,-
Salgado Filho (PR),6182,-
Salto do Itararé (PR),6752,-
Salto do Lontra (PR),20180,-
Santa Amélia (PR),7119,-
Santa Cecília do Pavão (PR),11369,-
Santa Cruz de Monte Castelo (PR),11488,-
Santa Fé (PR),21059,-
Santa Helena (PR),54519,-
Santa Inês (PR),5847,-
Santa Isabel do Ivaí (PR),10787,-
Santa Izabel do Oeste (PR),29235,-
Santa Lúcia (PR),9066,-
Santa Maria do Oeste (PR),26750,-
Santa Mariana (PR),62015,-
Santa Mônica (PR),10967,-
Santana do Itararé (PR),18383,-
Santa Tereza do Oeste (PR),36479,-
Santa Terezinha de Itaipu (PR),32551,-
Santo Antônio da Platina (PR),37968,-
Santo Antônio do Caiuá (PR),2892,-
Santo Antônio do Paraíso (PR),15368,-
Santo Antônio do Sudoeste (PR),22329,-
Santo Inácio (PR),17437,-
São Carlos do Ivaí (PR),18856,-
São Jerônimo da Serra (PR),40037,-
São João (PR),43072,-
São João do Caiuá (PR),5030,-
São João do Ivaí (PR),38156,-
São João do Triunfo (PR),21419,-
São Jorge d'Oeste (PR),20061,-
São Jorge do Ivaí (PR),52459,-
São Jorge do Patrocínio (PR),2438,-
São José da Boa Vista (PR),31128,-
São José das Palmeiras (PR),5504,-
São José dos Pinhais (PR),5354,-
São Manoel do Paraná (PR),6669,-
São Mateus do Sul (PR),62272,-
São Miguel do Iguaçu (PR),94208,-
São Pedro do Iguaçu (PR),29400,-
São Pedro do Ivaí (PR),28977,-
São Pedro do Paraná (PR),2660,-
São Sebastião da Amoreira (PR),31313,-
São Tomé (PR),14039,-
Sapopema (PR),7595,-
Sarandi (PR),12406,-
Saudade do Iguaçu (PR),4262,-
Sengés (PR),21192,-
Serranópolis do Iguaçu (PR),25083,-
Sertaneja (PR),62096,-
Sertanópolis (PR),57866,-
Siqueira Campos (PR),13048,-
Sulina (PR),8485,-
Tamarana (PR),26317,-
Tamboara (PR),7341,-
Tapejara (PR),22814,-
Tapira (PR),9590,-
Teixeira Soares (PR),64702,-
Telêmaco Borba (PR),901,-
Terra Boa (PR),28319,-
Terra Rica (PR),14288,-
Terra Roxa (PR),110592,-
Tibagi (PR),174197,-
Tijucas do Sul (PR),9053,-
Toledo (PR),139400,-
Tomazina (PR),18597,-
Três Barras do Paraná (PR),23577,-
Tunas do Paraná (PR),453,-
Tuneiras do Oeste (PR),30880,-
Tupãssi (PR),48964,-
Turvo (PR),22903,-
Ubiratã (PR),106449,-
Umuarama (PR),22637,-
União da Vitória (PR),6898,-
Uniflor (PR),8091,-
Uraí (PR),23253,-
Wenceslau Braz (PR),35092,-
Ventania (PR),37878,-
Vera Cruz do Oeste (PR),35539,-
Verê (PR),33676,-
Alto Paraíso (PR),3709,-
Doutor Ulysses (PR),8918,-
Virmond (PR),14765,-
Vitorino (PR),44525,-
Xambrê (PR),5800,-
Abdon Batista (SC),3662,-
Abelardo Luz (SC),64670,-
Agrolândia (SC),3149,-
Agronômica (SC),5117,-
Água Doce (SC),24843,-
Águas de Chapecó (SC),3141,-
Águas Frias (SC),1570,-
Águas Mornas (SC),424,-
Alfredo Wagner (SC),7857,-
Alto Bela Vista (SC),950,-
Anchieta (SC),2247,-
Angelina (SC),1989,-
Anita Garibaldi (SC),5891,-
Anitápolis (SC),513,-
Antônio Carlos (SC),438,-
Apiúna (SC),939,-
Arabutã (SC),1145,-
Araquari (SC),2840,-
Araranguá (SC),8956,-
Armazém (SC),785,-
Arroio Trinta (SC),1925,-
Arvoredo (SC),729,-
Ascurra (SC),667,-
Atalanta (SC),3476,-
Aurora (SC),5599,-
Balneário Arroio do Silva (SC),...,...
Balneário Camboriú (SC),...,...
Balneário Barra do Sul (SC),52,-
Balneário Gaivota (SC),242,-
Bandeirante (SC),2296,-
Barra Bonita (SC),1122,-
Barra Velha (SC),1703,-
Bela Vista do Toldo (SC),12844,-
Belmonte (SC),1874,-
Benedito Novo (SC),880,-
Biguaçu (SC),621,-
Blumenau (SC),381,-
Bocaina do Sul (SC),2847,-
Bombinhas (SC),...,...
Bom Jardim da Serra (SC),1774,-
Bom Jesus (SC),4871,-
Bom Jesus do Oeste (SC),3815,-
Bom Retiro (SC),12550,-
Botuverá (SC),415,-
Braço do Norte (SC),486,-
Braço do Trombudo (SC),1094,-
Brunópolis (SC),11183,-
Brusque (SC),194,-
Caçador (SC),8513,-
Caibi (SC),2922,-
Calmon (SC),2475,-
Camboriú (SC),987,-
Capão Alto (SC),10149,-
Campo Alegre (SC),5188,-
Campo Belo do Sul (SC),17276,-
Campo Erê (SC),26084,-
Campos Novos (SC),86622,-
Canelinha (SC),537,-
Canoinhas (SC),46666,-
Capinzal (SC),7431,-
Capivari de Baixo (SC),1647,-
Catanduvas (SC),1560,-
Caxambu do Sul (SC),7794,-
Celso Ramos (SC),2255,-
Cerro Negro (SC),8989,-
Chapadão do Lageado (SC),4243,-
Chapecó (SC),24264,-
Cocal do Sul (SC),713,-
Concórdia (SC),9398,-
Cordilheira Alta (SC),665,-
Coronel Freitas (SC),3383,-
Coronel Martins (SC),2924,-
Corupá (SC),5549,-
Correia Pinto (SC),6126,-
Criciúma (SC),4799,-
Cunha Porã (SC),8245,-
Cunhataí (SC),989,-
Curitibanos (SC),20303,-
Descanso (SC),6713,-
Dionísio Cerqueira (SC),10638,-
Dona Emma (SC),1465,-
Doutor Pedrinho (SC),1143,-
Entre Rios (SC),1861,-
Ermo (SC),4369,-
Erval Velho (SC),3629,-
Faxinal dos Guedes (SC),18536,-
Flor do Sertão (SC),840,-
Florianópolis (SC),29,-
Formosa do Sul (SC),694,-
Forquilhinha (SC),12809,-
Fraiburgo (SC),16739,-
Frei Rogério (SC),6677,-
Galvão (SC),6113,-
Garopaba (SC),316,-
Garuva (SC),2838,-
Gaspar (SC),2921,-
Governador Celso Ramos (SC),...,...
Grão-Pará (SC),1871,-
Gravatal (SC),519,-
Guabiruba (SC),309,-
Guaraciaba (SC),9168,-
Guaramirim (SC),5851,-
Guarujá do Sul (SC),1947,-
Guatambú (SC),8001,-
Herval d'Oeste (SC),2381,-
Ibiam (SC),1839,-
Ibicaré (SC),3175,-
Ibirama (SC),901,-
Içara (SC),9608,-
Ilhota (SC),3966,-
Imaruí (SC),4112,-
Imbituba (SC),2422,-
Imbuia (SC),5299,-
Indaial (SC),477,-
Iomerê (SC),2658,-
Ipira (SC),1310,-
Iporã do Oeste (SC),3792,-
Ipuaçu (SC),13196,-
Ipumirim (SC),1765,-
Iraceminha (SC),5703,-
Irani (SC),5197,-
Irati (SC),1280,-
Irineópolis (SC),24623,-
Itá (SC),1168,-
Itaiópolis (SC),38054,-
Itajaí (SC),2035,-
Itapema (SC),357,-
Itapiranga (SC),3047,-
Itapoá (SC),435,-
Ituporanga (SC),16193,-
Jaborá (SC),2704,-
Jacinto Machado (SC),13035,-
Jaguaruna (SC),6403,-
Jaraguá do Sul (SC),3434,-
Jardinópolis (SC),1062,-
Joaçaba (SC),3740,-
Joinville (SC),5675,-
José Boiteux (SC),1664,-
Jupiá (SC),3373,-
Lacerdópolis (SC),1850,-
Lages (SC),17313,-
Laguna (SC),1230,-
Lajeado Grande (SC),4409,-
Laurentino (SC),541,-
Lauro Müller (SC),470,-
Lebon Régis (SC),9305,-
Leoberto Leal (SC),3170,-
Lindóia do Sul (SC),1521,-
Lontras (SC),1727,-
Luiz Alves (SC),5092,-
Luzerna (SC),1767,-
Macieira (SC),1569,-
Mafra (SC),50171,-
Major Gercino (SC),505,-
Major Vieira (SC),17516,-
Maracajá (SC),2351,-
Maravilha (SC),7284,-
Marema (SC),1446,-
Massaranduba (SC),7719,-
Matos Costa (SC),1706,-
Meleiro (SC),12355,-
Mirim Doce (SC),1807,-
Modelo (SC),3735,-
Mondaí (SC),1879,-
Monte Carlo (SC),4499,-
Monte Castelo (SC),7362,-
Morro da Fumaça (SC),1255,-
Morro Grande (SC),3977,-
Navegantes (SC),1060,-
Nova Erechim (SC),1681,-
Nova Itaberaba (SC),2073,-
Nova Trento (SC),1425,-
Nova Veneza (SC),9860,-
Novo Horizonte (SC),5494,-
Orleans (SC),2878,-
Otacílio Costa (SC),11220,-
Ouro (SC),2833,-
Ouro Verde (SC),18560,-
Paial (SC),769,-
Painel (SC),1435,-
Palhoça (SC),661,-
Palma Sola (SC),13694,-
Palmeira (SC),2347,-
Palmitos (SC),10356,-
Papanduva (SC),28480,-
Paraíso (SC),3580,-
Passo de Torres (SC),790,-
Passos Maia (SC),7974,-
Paulo Lopes (SC),1402,-
Pedras Grandes (SC),1379,-
Penha (SC),47,-
Peritiba (SC),1189,-
Pescaria Brava (SC),215,-
Petrolândia (SC),5282,-
Balneário Piçarras (SC),1425,-
Pinhalzinho (SC),6261,-
Pinheiro Preto (SC),1568,-
Piratuba (SC),1289,-
Planalto Alegre (SC),1319,-
Pomerode (SC),330,-
Ponte Alta (SC),4290,-
Ponte Alta do Norte (SC),924,-
Ponte Serrada (SC),6548,-
Porto Belo (SC),85,-
Porto União (SC),10043,-
Pouso Redondo (SC),4344,-
Praia Grande (SC),5406,-
Presidente Castello Branco (SC),772,-
Presidente Getúlio (SC),3560,-
Presidente Nereu (SC),1661,-
Princesa (SC),2086,-
Quilombo (SC),10247,-
Rancho Queimado (SC),362,-
Rio das Antas (SC),6596,-
Rio do Campo (SC),5604,-
Rio do Oeste (SC),4292,-
Rio dos Cedros (SC),1764,-
Rio do Sul (SC),1507,-
Rio Fortuna (SC),540,-
Rio Negrinho (SC),15127,-
Rio Rufino (SC),1263,-
Riqueza (SC),2573,-
Rodeio (SC),1178,-
Romelândia (SC),1684,-
Salete (SC),1265,-
Saltinho (SC),2166,-
Salto Veloso (SC),497,-
Sangão (SC),1693,-
Santa Cecília (SC),3401,-
Santa Helena (SC),1397,-
Santa Rosa de Lima (SC),217,-
Santa Rosa do Sul (SC),2724,-
Santa Terezinha (SC),11159,-
Santa Terezinha do Progresso (SC),758,-
Santiago do Sul (SC),1939,-
Santo Amaro da Imperatriz (SC),276,-
São Bernardino (SC),2149,-
São Bento do Sul (SC),2784,-
São Bonifácio (SC),326,-
São Carlos (SC),1980,-
São Cristóvão do Sul (SC),527,-
São Domingos (SC),29934,-
São Francisco do Sul (SC),150,-
São João do Oeste (SC),916,-
São João Batista (SC),650,-
São João do Itaperiú (SC),3160,-
São João do Sul (SC),6719,-
São Joaquim (SC),9457,-
São José (SC),67,-
São José do Cedro (SC),6760,-
São José do Cerrito (SC),15333,-
São Lourenço do Oeste (SC),7139,-
São Ludgero (SC),232,-
São Martinho (SC),670,-
São Miguel da Boa Vista (SC),1125,-
São Miguel do Oeste (SC),2202,-
São Pedro de Alcântara (SC),273,-
Saudades (SC),7539,-
Schroeder (SC),1390,-
Seara (SC),2758,-
Serra Alta (SC),3052,-
Siderópolis (SC),953,-
Sombrio (SC),5000,-
Sul Brasil (SC),1402,-
Taió (SC),6145,-
Tangará (SC),10376,-
Tigrinhos (SC),2317,-
Tijucas (SC),2343,-
Timbé do Sul (SC),3924,-
Timbó (SC),700,-
Timbó Grande (SC),1709,-
Três Barras (SC),10055,-
Treviso (SC),92,-
Treze de Maio (SC),2708,-
Treze Tílias (SC),2332,-
Trombudo Central (SC),1640,-
Tubarão (SC),5961,-
Tunápolis (SC),1540,-
Turvo (SC),13954,-
União do Oeste (SC),3137,-
Urubici (SC),2000,-
Urupema (SC),814,-
Urussanga (SC),1923,-
Vargeão (SC),7376,-
Vargem (SC),4938,-
Vargem Bonita (SC),2216,-
Vidal Ramos (SC),6206,-
Videira (SC),8338,-
Vitor Meireles (SC),3930,-
Witmarsum (SC),1897,-
Xanxerê (SC),19397,-
Xavantina (SC),1108,-
Xaxim (SC),7513,-
Zortéa (SC),7930,-
Balneário Rincão (SC),159,-
Aceguá (RS),35566,-
Água Santa (RS),19100,-
Agudo (RS),19684,-
Ajuricaba (RS),33635,-
Alecrim (RS),4591,-
Alegrete (RS),123408,-
Alegria (RS),12566,-
Almirante Tamandaré do Sul (RS),25672,-
Alpestre (RS),6535,-
Alto Alegre (RS),8543,-
Alto Feliz (RS),552,-
Alvorada (RS),47,-
Amaral Ferrador (RS),6899,-
Ametista do Sul (RS),2494,-
André da Rocha (RS),22642,-
Anta Gorda (RS),7222,-
Antônio Prado (RS),4728,-
Arambaré (RS),21656,-
Araricá (RS),60,-
Aratiba (RS),5662,-
Arroio do Meio (RS),2942,-
Arroio do Sal (RS),22,-
Arroio do Padre (RS),2386,-
Arroio dos Ratos (RS),5651,-
Arroio do Tigre (RS),22080,-
Arroio Grande (RS),84281,-
Arvorezinha (RS),9479,-
Augusto Pestana (RS),31116,-
Áurea (RS),10216,-
Bagé (RS),50924,-
Balneário Pinhal (RS),493,-
Barão (RS),1057,-
Barão de Cotegipe (RS),13219,-
Barão do Triunfo (RS),5672,-
Barracão (RS),32680,-
Barra do Guarita (RS),2822,-
Barra do Quaraí (RS),24839,-
Barra do Ribeiro (RS),20616,-
Barra do Rio Azul (RS),3448,-
Barra Funda (RS),5211,-
Barros Cassal (RS),15052,-
Benjamin Constant do Sul (RS),2844,-
Bento Gonçalves (RS),5010,-
Boa Vista das Missões (RS),30839,-
Boa Vista do Buricá (RS),4880,-
Boa Vista do Cadeado (RS),54781,-
Boa Vista do Incra (RS),42296,-
Boa Vista do Sul (RS),734,-
Bom Jesus (RS),26726,-
Bom Princípio (RS),1281,-
Bom Progresso (RS),7100,-
Bom Retiro do Sul (RS),790,-
Boqueirão do Leão (RS),6463,-
Bossoroca (RS),65848,-
Bozano (RS),21844,-
Braga (RS),13326,-
Brochier (RS),1004,-
Butiá (RS),12832,-
Caçapava do Sul (RS),37931,-
Cacequi (RS),57019,-
Cachoeira do Sul (RS),154898,-
Cachoeirinha (RS),...,...
Cacique Doble (RS),13616,-
Caibaté (RS),25075,-
Caiçara (RS),8612,-
Camaquã (RS),73393,-
Camargo (RS),7598,-
Cambará do Sul (RS),1530,-
Campestre da Serra (RS),15595,-
Campina das Missões (RS),10024,-
Campinas do Sul (RS),25564,-
Campo Bom (RS),153,-
Campo Novo (RS),21736,-
Campos Borges (RS),11209,-
Candelária (RS),39461,-
Cândido Godói (RS),15664,-
Candiota (RS),22805,-
Canela (RS),361,-
Canguçu (RS),72611,-
Canoas (RS),688,-
Canudos do Vale (RS),657,-
Capão Bonito do Sul (RS),34829,-
Capão da Canoa (RS),39,-
Capão do Cipó (RS),82843,-
Capão do Leão (RS),16740,-
Capivari do Sul (RS),17319,-
Capela de Santana (RS),2248,-
Capitão (RS),177,-
Carazinho (RS),49818,-
Caraá (RS),3065,-
Carlos Barbosa (RS),1330,-
Carlos Gomes (RS),5921,-
Casca (RS),14920,-
Caseiros (RS),10527,-
Catuípe (RS),54464,-
Caxias do Sul (RS),15817,-
Centenário (RS),10221,-
Cerrito (RS),8432,-
Cerro Branco (RS),4907,-
Cerro Grande (RS),7874,-
Cerro Grande do Sul (RS),7327,-
Cerro Largo (RS),10022,-
Chapada (RS),66640,-
Charqueadas (RS),8773,-
Charrua (RS),13864,-
Chiapetta (RS),43270,-
Chuí (RS),5362,-
Chuvisca (RS),7360,-
Cidreira (RS),1693,-
Ciríaco (RS),20339,-
Colinas (RS),927,-
Colorado (RS),30432,-
Condor (RS),46214,-
Constantina (RS),18165,-
Coqueiro Baixo (RS),373,-
Coqueiros do Sul (RS),18547,-
Coronel Barros (RS),17295,-
Coronel Bicaco (RS),50034,-
Coronel Pilar (RS),1481,-
Cotiporã (RS),2881,-
Coxilha (RS),45708,-
Crissiumal (RS),21548,-
Cristal (RS),19628,-
Cristal do Sul (RS),8702,-
Cruz Alta (RS),134264,-
Cruzaltense (RS),12338,-
Cruzeiro do Sul (RS),6694,-
David Canabarro (RS),10323,-
Derrubadas (RS),18068,-
Dezesseis de Novembro (RS),2373,-
Dilermando de Aguiar (RS),28510,-
Dois Irmãos (RS),396,-
Dois Irmãos das Missões (RS),24498,-
Dois Lajeados (RS),3400,-
Dom Feliciano (RS),14260,-
Dom Pedro de Alcântara (RS),910,-
Dom Pedrito (RS),161658,-
Dona Francisca (RS),3793,-
Doutor Maurício Cardoso (RS),26450,-
Doutor Ricardo (RS),1778,-
Eldorado do Sul (RS),13816,-
Encantado (RS),1272,-
Encruzilhada do Sul (RS),61456,-
Engenho Velho (RS),7707,-
Entre-Ijuís (RS),52367,-
Entre Rios do Sul (RS),8571,-
Erebango (RS),15878,-
Erechim (RS),14775,-
Ernestina (RS),21278,-
Herval (RS),15676,-
Erval Grande (RS),4932,-
Erval Seco (RS),25913,-
Esmeralda (RS),43042,-
Esperança do Sul (RS),7998,-
Espumoso (RS),80678,-
Estação (RS),7972,-
Estância Velha (RS),136,-
Esteio (RS),450,-
Estrela (RS),3437,-
Estrela Velha (RS),20260,-
Eugênio de Castro (RS),50294,-
Fagundes Varela (RS),3570,-
Farroupilha (RS),6737,-
Faxinal do Soturno (RS),4531,-
Faxinalzinho (RS),7431,-
Fazenda Vilanova (RS),1249,-
Feliz (RS),530,-
Flores da Cunha (RS),5626,-
Floriano Peixoto (RS),10498,-
Fontoura Xavier (RS),8934,-
Formigueiro (RS),20100,-
Forquetinha (RS),985,-
Fortaleza dos Valos (RS),46066,-
Frederico Westphalen (RS),12937,-
Garibaldi (RS),2881,-
Garruchos (RS),26119,-
Gaurama (RS),12020,-
General Câmara (RS),16855,-
Gentil (RS),11448,-
Getúlio Vargas (RS),23630,-
Giruá (RS),101971,-
Glorinha (RS),3265,-
Gramado (RS),886,-
Gramado dos Loureiros (RS),9288,-
Gramado Xavier (RS),7149,-
Gravataí (RS),1409,-
Guabiju (RS),7095,-
Guaíba (RS),5806,-
Guaporé (RS),9285,-
Guarani das Missões (RS),25698,-
Harmonia (RS),1517,-
Herveiras (RS),3553,-
Horizontina (RS),20908,-
Hulha Negra (RS),21183,-
Humaitá (RS),12703,-
Ibarama (RS),7728,-
Ibiaçá (RS),30624,-
Ibiraiaras (RS),16754,-
Ibirapuitã (RS),23360,-
Ibirubá (RS),63965,-
Igrejinha (RS),238,-
Ijuí (RS),61925,-
Ilópolis (RS),4966,-
Imbé (RS),2,-
Imigrante (RS),564,-
Independência (RS),36851,-
Inhacorá (RS),11585,-
Ipê (RS),12633,-
Ipiranga do Sul (RS),14595,-
Iraí (RS),9909,-
Itaara (RS),3893,-
Itacurubi (RS),28634,-
Itapuca (RS),7294,-
Itaqui (RS),125312,-
Itati (RS),547,-
Itatiba do Sul (RS),4753,-
Ivorá (RS),5817,-
Ivoti (RS),318,-
Jaboticaba (RS),11107,-
Jacuizinho (RS),26770,-
Jacutinga (RS),17300,-
Jaguarão (RS),67380,-
Jaguari (RS),16621,-
Jaquirana (RS),1067,-
Jari (RS),60335,-
Jóia (RS),122509,-
Júlio de Castilhos (RS),115194,-
Lagoa Bonita do Sul (RS),4338,-
Lagoão (RS),16660,-
Lagoa dos Três Cantos (RS),13268,-
Lagoa Vermelha (RS),62841,-
Lajeado (RS),1408,-
Lajeado do Bugre (RS),7090,-
Lavras do Sul (RS),48504,-
Liberato Salzano (RS),15509,-
Lindolfo Collor (RS),469,-
Linha Nova (RS),294,-
Machadinho (RS),15926,-
Maçambará (RS),83065,-
Mampituba (RS),3877,-
Manoel Viana (RS),71579,-
Maquiné (RS),2549,-
Maratá (RS),537,-
Marau (RS),45495,-
Marcelino Ramos (RS),7586,-
Mariana Pimentel (RS),3389,-
Mariano Moro (RS),3501,-
Marques de Souza (RS),1373,-
Mata (RS),7279,-
Mato Castelhano (RS),12560,-
Mato Leitão (RS),2619,-
Mato Queimado (RS),10208,-
Maximiliano de Almeida (RS),12628,-
Minas do Leão (RS),12889,-
Miraguaí (RS),8806,-
Montauri (RS),5346,-
Monte Alegre dos Campos (RS),5841,-
Monte Belo do Sul (RS),2414,-
Montenegro (RS),4770,-
Mormaço (RS),12723,-
Morrinhos do Sul (RS),4814,-
Morro Redondo (RS),3344,-
Morro Reuter (RS),702,-
Mostardas (RS),39239,-
Muçum (RS),1940,-
Muitos Capões (RS),98283,-
Muliterno (RS),5588,-
Não-Me-Toque (RS),35521,-
Nicolau Vergueiro (RS),11821,-
Nonoai (RS),23877,-
Nova Alvorada (RS),7632,-
Nova Araçá (RS),2228,-
Nova Bassano (RS),7043,-
Nova Boa Vista (RS),6508,-
Nova Bréscia (RS),473,-
Nova Candelária (RS),4960,-
Nova Esperança do Sul (RS),5209,-
Nova Hartz (RS),227,-
Nova Pádua (RS),2399,-
Nova Palma (RS),13765,-
Nova Petrópolis (RS),1744,-
Nova Prata (RS),5787,-
Nova Ramada (RS),27714,-
Nova Roma do Sul (RS),2054,-
Nova Santa Rita (RS),4295,-
Novo Cabrais (RS),11336,-
Novo Hamburgo (RS),2579,-
Novo Machado (RS),20739,-
Novo Tiradentes (RS),5741,-
Novo Xingu (RS),6182,-
Novo Barreiro (RS),8402,-
Osório (RS),6710,-
Paim Filho (RS),7589,-
Palmares do Sul (RS),21226,-
Palmeira das Missões (RS),178282,-
Palmitinho (RS),2997,-
Panambi (RS),36742,-
Pantano Grande (RS),30912,-
Paraí (RS),2907,-
Paraíso do Sul (RS),13059,-
Pareci Novo (RS),1319,-
Parobé (RS),571,-
Passa Sete (RS),10687,-
Passo do Sobrado (RS),12193,-
Passo Fundo (RS),48529,-
Paulo Bento (RS),8985,-
Paverama (RS),2135,-
Pedras Altas (RS),46966,-
Pedro Osório (RS),14415,-
Pejuçara (RS),45776,-
Pelotas (RS),45526,-
Picada Café (RS),357,-
Pinhal (RS),3360,-
Pinhal da Serra (RS),10756,-
Pinhal Grande (RS),24832,-
Pinheirinho do Vale (RS),2976,-
Pinheiro Machado (RS),8377,-
Pinto Bandeira (RS),3266,-
Pirapó (RS),10655,-
Piratini (RS),45056,-
Planalto (RS),6592,-
Poço das Antas (RS),299,-
Pontão (RS),42727,-
Ponte Preta (RS),5991,-
Portão (RS),1415,-
Porto Alegre (RS),977,-
Porto Lucena (RS),6991,-
Porto Mauá (RS),5968,-
Porto Vera Cruz (RS),1519,-
Porto Xavier (RS),3673,-
Pouso Novo (RS),699,-
Presidente Lucena (RS),619,-
Progresso (RS),3240,-
Protásio Alves (RS),2813,-
Putinga (RS),4384,-
Quaraí (RS),10974,-
Quatro Irmãos (RS),16952,-
Quevedos (RS),31672,-
Quinze de Novembro (RS),11848,-
Redentora (RS),23269,-
Relvado (RS),1443,-
Restinga Sêca (RS),43784,-
Rio dos Índios (RS),13326,-
Rio Grande (RS),31846,-
Rio Pardo (RS),92537,-
Riozinho (RS),499,-
Roca Sales (RS),5231,-
Rodeio Bonito (RS),7163,-
Rolador (RS),22914,-
Rolante (RS),2563,-
Ronda Alta (RS),38246,-
Rondinha (RS),15481,-
Roque Gonzales (RS),14207,-
Rosário do Sul (RS),63505,-
Sagrada Família (RS),8133,-
Saldanha Marinho (RS),19583,-
Salto do Jacuí (RS),35028,-
Salvador das Missões (RS),6231,-
Salvador do Sul (RS),1312,-
Sananduva (RS),29482,-
Santa Bárbara do Sul (RS),110885,-
Santa Cecília do Sul (RS),14743,-
Santa Clara do Sul (RS),2789,-
Santa Cruz do Sul (RS),16699,-
Santa Maria (RS),57386,-
Santa Maria do Herval (RS),2312,-
Santa Margarida do Sul (RS),46777,-
Santana da Boa Vista (RS),40407,-
Sant'Ana do Livramento (RS),70437,-
Santa Rosa (RS),34259,-
Santa Tereza (RS),1133,-
Santa Vitória do Palmar (RS),104896,-
Santiago (RS),61932,-
Santo Ângelo (RS),54040,-
Santo Antônio do Palma (RS),5380,-
Santo Antônio da Patrulha (RS),22233,-
Santo Antônio das Missões (RS),79662,-
Santo Antônio do Planalto (RS),17393,-
Santo Augusto (RS),53810,-
Santo Cristo (RS),14473,-
Santo Expedito do Sul (RS),8528,-
São Borja (RS),133438,-
São Domingos do Sul (RS),3136,-
São Francisco de Assis (RS),69299,-
São Francisco de Paula (RS),16136,-
São Gabriel (RS),161853,-
São Jerônimo (RS),9296,-
São João da Urtiga (RS),9329,-
São João do Polêsine (RS),2957,-
São Jorge (RS),4026,-
São José das Missões (RS),7868,-
São José do Herval (RS),847,-
São José do Hortêncio (RS),1326,-
São José do Inhacorá (RS),3520,-
São José do Norte (RS),3393,-
São José do Ouro (RS),25422,-
São José do Sul (RS),1190,-
São José dos Ausentes (RS),4060,-
São Leopoldo (RS),76,-
São Lourenço do Sul (RS),80606,-
São Luiz Gonzaga (RS),126563,-
São Marcos (RS),2474,-
São Martinho (RS),21378,-
São Martinho da Serra (RS),39111,-
São Miguel das Missões (RS),109124,-
São Nicolau (RS),29794,-
São Paulo das Missões (RS),7503,-
São Pedro da Serra (RS),169,-
São Pedro das Missões (RS),11612,-
São Pedro do Butiá (RS),7935,-
São Pedro do Sul (RS),24708,-
São Sebastião do Caí (RS),1656,-
São Sepé (RS),94938,-
São Valentim (RS),5792,-
São Valentim do Sul (RS),2207,-
São Valério do Sul (RS),9062,-
São Vendelino (RS),99,-
São Vicente do Sul (RS),42841,-
Sapiranga (RS),563,-
Sapucaia do Sul (RS),35,-
Sarandi (RS),29978,-
Seberi (RS),23204,-
Sede Nova (RS),11557,-
Segredo (RS),12144,-
Selbach (RS),16241,-
Senador Salgado Filho (RS),12873,-
Sentinela do Sul (RS),6042,-
Serafina Corrêa (RS),6268,-
Sério (RS),842,-
Sertão (RS),49899,-
Sertão Santana (RS),5800,-
Sete de Setembro (RS),11024,-
Severiano de Almeida (RS),6720,-
Silveira Martins (RS),5342,-
Sinimbu (RS),7760,-
Sobradinho (RS),5532,-
Soledade (RS),60602,-
Tabaí (RS),187,-
Tapejara (RS),20941,-
Tapera (RS),20801,-
Tapes (RS),32011,-
Taquara (RS),1974,-
Taquari (RS),4409,-
Taquaruçu do Sul (RS),5338,-
Tavares (RS),3232,-
Tenente Portela (RS),26266,-
Terra de Areia (RS),1347,-
Teutônia (RS),2557,-
Tio Hugo (RS),8313,-
Tiradentes do Sul (RS),10928,-
Toropi (RS),5090,-
Torres (RS),4141,-
Tramandaí (RS),300,-
Travesseiro (RS),564,-
Três Arroios (RS),7044,-
Três Cachoeiras (RS),3560,-
Três Coroas (RS),429,-
Três de Maio (RS),35891,-
Três Forquilhas (RS),998,-
Três Palmeiras (RS),12442,-
Três Passos (RS),16853,-
Trindade do Sul (RS),15764,-
Triunfo (RS),12626,-
Tucunduva (RS),19171,-
Tunas (RS),10146,-
Tupanci do Sul (RS),8473,-
Tupanciretã (RS),180008,-
Tupandi (RS),915,-
Tuparendi (RS),21054,-
Turuçu (RS),9196,-
Ubiretama (RS),6796,-
União da Serra (RS),5263,-
Unistalda (RS),14657,-
Uruguaiana (RS),78449,-
Vacaria (RS),101426,-
Vale Verde (RS),10350,-
Vale do Sol (RS),11826,-
Vale Real (RS),593,-
Vanini (RS),2700,-
Venâncio Aires (RS),28600,-
Vera Cruz (RS),8277,-
Veranópolis (RS),3355,-
Vespasiano Corrêa (RS),3635,-
Viadutos (RS),14847,-
Viamão (RS),25497,-
Vicente Dutra (RS),12454,-
Victor Graeff (RS),20731,-
Vila Flores (RS),1999,-
Vila Lângaro (RS),13481,-
Vila Maria (RS),11587,-
Vila Nova do Sul (RS),17420,-
Vista Alegre (RS),3323,-
Vista Alegre do Prata (RS),2392,-
Vista Gaúcha (RS),5634,-
Vitória das Missões (RS),16034,-
Westfália (RS),272,-
Xangri-lá (RS),347,-
Água Clara (MS),3930,-
Alcinópolis (MS),15788,-
Amambai (MS),173290,-
Anastácio (MS),18047,-
Anaurilândia (MS),34652,-
Angélica (MS),66731,-
