local,total_area_plantada_hectare,total_cacau_semente_hectare
Alfredo Marcondes (SP),478,-
Altair (SP),19500,-
Altinópolis (SP),39500,-
Alto Alegre (SP),10685,-
Alumínio (SP),279,-
Álvares Florence (SP),12281,-
Álvares Machado (SP),2047,-
Álvaro de Carvalho (SP),1182,-
Alvinlândia (SP),1487,-
Americana (SP),240,-
Américo Brasiliense (SP),8980,-
Américo de Campos (SP),9757,-
Amparo (SP),4788,-
Analândia (SP),11231,-
Andradina (SP),42551,-
Angatuba (SP),23417,-
Anhembi (SP),18458,-
Anhumas (SP),9976,-
Aparecida (SP),310,-
Aparecida d'Oeste (SP),2051,-
Apiaí (SP),8459,-
Araçariguama (SP),183,-
Araçatuba (SP),46678,-
Araçoiaba da Serra (SP),3363,-
Aramina (SP),14414,-
Arandu (SP),12410,-
Arapeí (SP),114,-
Araraquara (SP),46517,-
Araras (SP),42828,-
Arco-Íris (SP),6590,-
Arealva (SP),13939,-
Areias (SP),151,-
Areiópolis (SP),7155,-
Ariranha (SP),9276,-
Artur Nogueira (SP),8503,-
Arujá (SP),...,...
Aspásia (SP),2074,-
Assis (SP),30023,-
Atibaia (SP),2876,-
Auriflama (SP),8285,-
Avaí (SP),5189,-
Avanhandava (SP),16582,-
Avaré (SP),52978,-
Bady Bassitt (SP),4869,-
Balbinos (SP),5629,-
Bálsamo (SP),9205,-
Bananal (SP),369,-
Barão de Antonina (SP),5412,-
Barbosa (SP),4970,-
Bariri (SP),28705,-
Barra Bonita (SP),8847,-
Barra do Chapéu (SP),1495,-
Barra do Turvo (SP),382,-
Barretos (SP),104313,-
Barrinha (SP),11033,-
Barueri (SP),...,...
Bastos (SP),2232,-
Batatais (SP),54105,-
Bauru (SP),4453,-
Bebedouro (SP),49761,-
Bento de Abreu (SP),17425,-
Bernardino de Campos (SP),11005,-
Bertioga (SP),...,...
Bilac (SP),7125,-
Birigui (SP),40140,-
Biritiba Mirim (SP),98,-
Boa Esperança do Sul (SP),43168,-
Bocaina (SP),17162,-
Bofete (SP),1535,-
Boituva (SP),7279,-
Bom Jesus dos Perdões (SP),54,-
Bom Sucesso de Itararé (SP),205,-
Borá (SP),5992,-
Boracéia (SP),8238,-
Borborema (SP),35735,-
Borebi (SP),7524,-
Botucatu (SP),38790,-
Bragança Paulista (SP),6233,-
Braúna (SP),7643,-
Brejo Alegre (SP),9472,-
Brodowski (SP),16248,-
Brotas (SP),42123,-
Buri (SP),56985,-
Buritama (SP),12312,-
Buritizal (SP),14403,-
Cabrália Paulista (SP),1464,-
Cabreúva (SP),242,-
Caçapava (SP),3440,-
Cachoeira Paulista (SP),362,-
Caconde (SP),11021,-
Cafelândia (SP),45721,-
Caiabu (SP),6646,-
Caieiras (SP),3,-
Caiuá (SP),3924,-
Cajamar (SP),2,-
Cajati (SP),5588,-
Cajobi (SP),11901,-
Cajuru (SP),26705,-
Campina do Monte Alegre (SP),12329,-
Campinas (SP),4192,-
Campo Limpo Paulista (SP),...,...
Campos do Jordão (SP),...,...
Campos Novos Paulista (SP),37633,-
Cananéia (SP),610,-
Canas (SP),400,-
Cândido Mota (SP),71510,-
Cândido Rodrigues (SP),3823,-
Canitar (SP),4950,-
Capão Bonito (SP),51245,-
Capela do Alto (SP),4486,-
Capivari (SP),21840,-
Caraguatatuba (SP),81,-
Carapicuíba (SP),...,...
Cardoso (SP),23626,-
Casa Branca (SP),61279,-
Cássia dos Coqueiros (SP),4791,-
Castilho (SP),42065,-
Catanduva (SP),16938,-
Catiguá (SP),9181,-
Cedral (SP),7528,-
Cerqueira César (SP),36307,-
Cerquilho (SP),6332,-
Cesário Lange (SP),17105,-
Charqueada (SP),9653,-
Clementina (SP),6331,-
Colina (SP),30351,-
Colômbia (SP),54256,-
Conchal (SP),14463,-
Conchas (SP),4218,-
Cordeirópolis (SP),9409,-
Coroados (SP),17512,-
Coronel Macedo (SP),24326,-
Corumbataí (SP),5270,-
Cosmópolis (SP),7034,-
Cosmorama (SP),21748,-
Cotia (SP),...,...
Cravinhos (SP),22690,-
Cristais Paulista (SP),14950,-
Cruzália (SP),19077,-
Cruzeiro (SP),292,-
Cubatão (SP),...,...
Cunha (SP),842,-
Descalvado (SP),39894,-
Dirce Reis (SP),2086,-
Divinolândia (SP),5424,-
Dobrada (SP),10777,-
Dois Córregos (SP),43907,-
Dolcinópolis (SP),3489,-
Dourado (SP),6006,-
Dracena (SP),16389,-
Duartina (SP),1832,-
Dumont (SP),10108,-
Echaporã (SP),13674,-
Eldorado (SP),5860,-
Elias Fausto (SP),8400,-
Elisiário (SP),6297,-
Embaúba (SP),6431,-
Embu das Artes (SP),...,...
Embu-Guaçu (SP),9,-
Emilianópolis (SP),6130,-
Engenheiro Coelho (SP),5845,-
Espírito Santo do Pinhal (SP),10867,-
Espírito Santo do Turvo (SP),7746,-
Estrela d'Oeste (SP),12077,-
Estrela do Norte (SP),5011,-
Euclides da Cunha Paulista (SP),6608,-
Fartura (SP),12736,-
Fernandópolis (SP),19806,-
Fernando Prestes (SP),12244,-
Fernão (SP),2578,-
Ferraz de Vasconcelos (SP),...,...
Flora Rica (SP),5562,-
Floreal (SP),4859,-
Flórida Paulista (SP),19755,-
Florínea (SP),21851,-
Franca (SP),17959,-
Francisco Morato (SP),19,-
Franco da Rocha (SP),20,-
Gabriel Monteiro (SP),4723,-
Gália (SP),6197,-
Garça (SP),13166,-
Gastão Vidigal (SP),6431,-
Gavião Peixoto (SP),10964,-
General Salgado (SP),15979,-
Getulina (SP),25460,-
Glicério (SP),17019,-
Guaiçara (SP),10444,-
Guaimbê (SP),5860,-
Guaíra (SP),111546,-
Guapiaçu (SP),16323,-
Guapiara (SP),16502,-
Guará (SP),27883,-
Guaraçaí (SP),28961,-
Guaraci (SP),42846,-
Guarani d'Oeste (SP),2247,-
Guarantã (SP),16243,-
Guararapes (SP),54416,-
Guararema (SP),336,-
Guaratinguetá (SP),4367,-
Guareí (SP),6845,-
Guariba (SP),25207,-
Guarujá (SP),2,-
Guarulhos (SP),...,...
Guatapará (SP),26394,-
Guzolândia (SP),4806,-
Herculândia (SP),17940,-
Holambra (SP),2339,-
Hortolândia (SP),...,...
Iacanga (SP),28959,-
Iacri (SP),15271,-
Iaras (SP),17748,-
Ibaté (SP),16400,-
Ibirá (SP),15740,-
Ibirarema (SP),27012,-
Ibitinga (SP),42925,-
Ibiúna (SP),4044,-
Icém (SP),11716,-
Iepê (SP),41771,-
Igaraçu do Tietê (SP),7319,-
Igarapava (SP),28136,-
Igaratá (SP),1,-
Iguape (SP),3918,-
Ilhabela (SP),...,...
Ilha Solteira (SP),21076,-
Indaiatuba (SP),4606,-
Indiana (SP),936,-
Indiaporã (SP),7396,-
Inúbia Paulista (SP),2737,-
Ipaussu (SP),19010,-
Iperó (SP),2478,-
Ipeúna (SP),5285,-
Ipiguá (SP),3588,-
Iporanga (SP),857,-
Ipuã (SP),41015,-
Iracemápolis (SP),7385,-
Irapuã (SP),17807,-
Irapuru (SP),5743,-
Itaberá (SP),88967,-
Itaí (SP),61735,-
Itajobi (SP),33760,-
Itaju (SP),10301,-
Itanhaém (SP),2821,-
Itaoca (SP),285,-
Itapecerica da Serra (SP),...,...
Itapetininga (SP),62962,-
Itapeva (SP),189977,-
Itapevi (SP),...,...
Itapira (SP),7209,-
Itapirapuã Paulista (SP),207,-
Itápolis (SP),66807,-
Itaporanga (SP),25122,-
Itapuí (SP),9150,-
Itapura (SP),17422,-
Itaquaquecetuba (SP),...,...
Itararé (SP),51314,-
Itariri (SP),2912,-
Itatiba (SP),2336,-
Itatinga (SP),13076,-
Itirapina (SP),7955,-
Itirapuã (SP),4986,-
Itobi (SP),6042,-
Itu (SP),2480,-
Itupeva (SP),3017,-
Ituverava (SP),59059,-
Jaborandi (SP),21592,-
Jaboticabal (SP),70888,-
Jacareí (SP),42,-
Jaci (SP),8920,-
Jacupiranga (SP),3362,-
Jaguariúna (SP),3796,-
Jales (SP),8007,-
Jambeiro (SP),74,-
Jandira (SP),...,...
Jardinópolis (SP),41049,-
Jarinu (SP),743,-
Jaú (SP),51020,-
Jeriquara (SP),9409,-
Joanópolis (SP),367,-
João Ramalho (SP),14568,-
José Bonifácio (SP),41988,-
Júlio Mesquita (SP),1736,-
Jumirim (SP),1250,-
Jundiaí (SP),2933,-
Junqueirópolis (SP),27741,-
Juquiá (SP),3348,-
Juquitiba (SP),...,...
Lagoinha (SP),215,-
Laranjal Paulista (SP),4786,-
Lavínia (SP),24265,-
Lavrinhas (SP),59,-
Leme (SP),25073,-
Lençóis Paulista (SP),43682,-
Limeira (SP),26439,-
Lindóia (SP),221,-
Lins (SP),23927,-
Lorena (SP),271,-
Lourdes (SP),2406,-
Louveira (SP),556,-
Lucélia (SP),10423,-
Lucianópolis (SP),4574,-
Luís Antônio (SP),39957,-
Luiziânia (SP),5634,-
Lupércio (SP),3444,-
Lutécia (SP),17910,-
Macatuba (SP),15660,-
Macaubal (SP),7758,-
Macedônia (SP),7591,-
Magda (SP),16540,-
Mairinque (SP),775,-
Mairiporã (SP),...,...
Manduri (SP),14540,-
Marabá Paulista (SP),18125,-
Maracaí (SP),73344,-
Marapoama (SP),7754,-
Mariápolis (SP),1731,-
Marília (SP),15564,-
Marinópolis (SP),1133,-
Martinópolis (SP),48930,-
Matão (SP),29570,-
Mauá (SP),...,...
Mendonça (SP),9254,-
Meridiano (SP),9913,-
Mesópolis (SP),7886,-
Miguelópolis (SP),70370,-
Mineiros do Tietê (SP),12864,-
Miracatu (SP),2370,-
Mira Estrela (SP),1643,-
Mirandópolis (SP),27227,-
Mirante do Paranapanema (SP),32622,-
Mirassol (SP),10848,-
Mirassolândia (SP),5034,-
Mococa (SP),38596,-
Mogi das Cruzes (SP),761,-
Mogi Guaçu (SP),29456,-
Mogi Mirim (SP),20871,-
Mombuca (SP),8164,-
Monções (SP),3062,-
Mongaguá (SP),11,-
Monte Alegre do Sul (SP),678,-
Monte Alto (SP),17023,-
Monte Aprazível (SP),18971,-
Monte Azul Paulista (SP),18072,-
Monte Castelo (SP),9964,-
Monteiro Lobato (SP),15,-
Monte Mor (SP),8436,-
Morro Agudo (SP),107340,-
Morungaba (SP),1272,-
Motuca (SP),13882,-
Murutinga do Sul (SP),4709,-
Nantes (SP),22188,-
Narandiba (SP),18480,-
Natividade da Serra (SP),190,-
Nazaré Paulista (SP),450,-
Neves Paulista (SP),10535,-
Nhandeara (SP),16010,-
Nipoã (SP),6610,-
Nova Aliança (SP),11079,-
Nova Campina (SP),1318,-
Nova Canaã Paulista (SP),1964,-
Nova Castilho (SP),9167,-
Nova Europa (SP),9980,-
Nova Granada (SP),24141,-
Nova Guataporanga (SP),1052,-
Nova Independência (SP),11549,-
Novais (SP),5862,-
Nova Luzitânia (SP),3074,-
Nova Odessa (SP),497,-
Novo Horizonte (SP),49054,-
Nuporanga (SP),29348,-
Ocauçu (SP),7079,-
Óleo (SP),13618,-
Olímpia (SP),50592,-
Onda Verde (SP),12490,-
Oriente (SP),5640,-
Orindiúva (SP),15786,-
Orlândia (SP),20951,-
Osasco (SP),...,...
Oscar Bressane (SP),3761,-
Osvaldo Cruz (SP),6416,-
Ourinhos (SP),22279,-
Ouroeste (SP),12400,-
Ouro Verde (SP),10789,-
Pacaembu (SP),7507,-
Palestina (SP),34751,-
Palmares Paulista (SP),8741,-
Palmeira d'Oeste (SP),2372,-
Palmital (SP),71401,-
Panorama (SP),10725,-
Paraguaçu Paulista (SP),53317,-
Paraibuna (SP),20,-
Paraíso (SP),10540,-
Paranapanema (SP),58043,-
Paranapuã (SP),6922,-
Parapuã (SP),14430,-
Pardinho (SP),6744,-
Pariquera-Açu (SP),3047,-
Parisi (SP),2025,-
Patrocínio Paulista (SP),26284,-
Paulicéia (SP),12545,-
Paulínia (SP),3678,-
Paulistânia (SP),1459,-
Paulo de Faria (SP),39249,-
Pederneiras (SP),39652,-
Pedra Bela (SP),1789,-
Pedranópolis (SP),8140,-
Pedregulho (SP),28606,-
Pedreira (SP),100,-
Pedrinhas Paulista (SP),19290,-
Pedro de Toledo (SP),1291,-
Penápolis (SP),30935,-
Pereira Barreto (SP),34054,-
Pereiras (SP),767,-
Peruíbe (SP),575,-
Piacatu (SP),6151,-
Piedade (SP),2417,-
Pilar do Sul (SP),21982,-
Pindamonhangaba (SP),3337,-
Pindorama (SP),11206,-
Pinhalzinho (SP),1838,-
Piquerobi (SP),6095,-
Piquete (SP),50,-
Piracaia (SP),304,-
Piracicaba (SP),54203,-
Piraju (SP),23021,-
Pirajuí (SP),29346,-
Pirangi (SP),14900,-
Pirapora do Bom Jesus (SP),...,...
Pirapozinho (SP),12116,-
Pirassununga (SP),36644,-
Piratininga (SP),4066,-
Pitangueiras (SP),32795,-
Planalto (SP),15754,-
Platina (SP),27193,-
Poá (SP),...,...
Poloni (SP),7837,-
Pompéia (SP),19195,-
Pongaí (SP),6434,-
Pontal (SP),28880,-
Pontalinda (SP),8084,-
Pontes Gestal (SP),10092,-
Populina (SP),12155,-
Porangaba (SP),1432,-
Porto Feliz (SP),17341,-
Porto Ferreira (SP),15603,-
Potim (SP),1220,-
Potirendaba (SP),16751,-
Pracinha (SP),933,-
Pradópolis (SP),13695,-
Praia Grande (SP),...,...
Pratânia (SP),9728,-
Presidente Alves (SP),1639,-
Presidente Bernardes (SP),7042,-
Presidente Epitácio (SP),17425,-
Presidente Prudente (SP),6360,-
Presidente Venceslau (SP),5840,-
Promissão (SP),24687,-
Quadra (SP),10003,-
Quatá (SP),29674,-
Queiroz (SP),4160,-
Queluz (SP),76,-
Quintana (SP),16210,-
Rafard (SP),7251,-
Rancharia (SP),117571,-
Redenção da Serra (SP),58,-
Regente Feijó (SP),8074,-
Reginópolis (SP),13820,-
Registro (SP),5622,-
Restinga (SP),12512,-
Ribeira (SP),357,-
Ribeirão Bonito (SP),21076,-
Ribeirão Branco (SP),7984,-
Ribeirão Corrente (SP),10150,-
Ribeirão do Sul (SP),25902,-
Ribeirão dos Índios (SP),4063,-
Ribeirão Grande (SP),5347,-
Ribeirão Pires (SP),...,...
Ribeirão Preto (SP),39679,-
Riversul (SP),8074,-
Rifaina (SP),2391,-
Rincão (SP),20880,-
Rinópolis (SP),7150,-
Rio Claro (SP),14030,-
Rio das Pedras (SP),15295,-
Rio Grande da Serra (SP),...,...
Riolândia (SP),28556,-
Rosana (SP),11001,-
Roseira (SP),2115,-
Rubiácea (SP),9224,-
Rubinéia (SP),3316,-
Sabino (SP),11167,-
Sagres (SP),4129,-
Sales (SP),15509,-
Sales Oliveira (SP),25093,-
Salesópolis (SP),99,-
Salmourão (SP),7098,-
Saltinho (SP),3696,-
Salto (SP),1856,-
Salto de Pirapora (SP),3995,-
Salto Grande (SP),23354,-
Sandovalina (SP),35945,-
Santa Adélia (SP),25867,-
Santa Albertina (SP),7735,-
Santa Bárbara d'Oeste (SP),11301,-
Santa Branca (SP),40,-
Santa Clara d'Oeste (SP),790,-
Santa Cruz da Conceição (SP),5762,-
Santa Cruz da Esperança (SP),7997,-
Santa Cruz das Palmeiras (SP),19491,-
Santa Cruz do Rio Pardo (SP),81086,-
Santa Ernestina (SP),9888,-
Santa Fé do Sul (SP),1403,-
Santa Gertrudes (SP),5010,-
Santa Isabel (SP),113,-
Santa Lúcia (SP),15072,-
Santa Maria da Serra (SP),8240,-
Santa Mercedes (SP),7425,-
Santana da Ponte Pensa (SP),2563,-
Santana de Parnaíba (SP),...,...
Santa Rita d'Oeste (SP),7416,-
Santa Rita do Passa Quatro (SP),21241,-
Santa Rosa de Viterbo (SP),15053,-
Santa Salete (SP),1152,-
Santo Anastácio (SP),9341,-
Santo André (SP),...,...
Santo Antônio da Alegria (SP),10868,-
Santo Antônio de Posse (SP),6637,-
Santo Antônio do Aracanguá (SP),39098,-
Santo Antônio do Jardim (SP),4185,-
Santo Antônio do Pinhal (SP),68,-
Santo Expedito (SP),1304,-
Santópolis do Aguapeí (SP),4700,-
Santos (SP),...,...
São Bento do Sapucaí (SP),1153,-
São Bernardo do Campo (SP),...,...
São Carlos (SP),44670,-
São Francisco (SP),1763,-
São João da Boa Vista (SP),17379,-
São João das Duas Pontes (SP),4578,-
São João de Iracema (SP),7090,-
São João do Pau d'Alho (SP),6124,-
São Joaquim da Barra (SP),28664,-
São José da Bela Vista (SP),25805,-
São José do Barreiro (SP),130,-
São José do Rio Pardo (SP),6630,-
São José do Rio Preto (SP),5292,-
São José dos Campos (SP),150,-
São Lourenço da Serra (SP),...,...
São Luiz do Paraitinga (SP),213,-
São Manuel (SP),40694,-
São Miguel Arcanjo (SP),28115,-
São Paulo (SP),135,-
São Pedro (SP),15256,-
São Pedro do Turvo (SP),29914,-
São Roque (SP),1567,-
São Sebastião (SP),65,-
São Sebastião da Grama (SP),6585,-
São Simão (SP),30959,-
São Vicente (SP),...,...
Sarapuí (SP),4291,-
Sarutaiá (SP),7860,-
Sebastianópolis do Sul (SP),7880,-
Serra Azul (SP),17180,-
Serrana (SP),7882,-
Serra Negra (SP),3510,-
Sertãozinho (SP),29740,-
Sete Barras (SP),7126,-
Severínia (SP),9041,-
Silveiras (SP),87,-
Socorro (SP),7128,-
Sorocaba (SP),2039,-
Sud Mennucci (SP),15086,-
Sumaré (SP),2259,-
Suzano (SP),5,-
Suzanápolis (SP),12858,-
Tabapuã (SP),22811,-
Tabatinga (SP),22358,-
Taboão da Serra (SP),...,...
Taciba (SP),36234,-
Taguaí (SP),7661,-
Taiaçu (SP),9327,-
Taiúva (SP),9462,-
Tambaú (SP),24586,-
Tanabi (SP),33135,-
Tapiraí (SP),510,-
Tapiratiba (SP),6591,-
Taquaral (SP),4744,-
Taquaritinga (SP),39704,-
Taquarituba (SP),43279,-
Taquarivaí (SP),22431,-
Tarabai (SP),3555,-
Tarumã (SP),34601,-
Tatuí (SP),21648,-
Taubaté (SP),1239,-
Tejupá (SP),11660,-
Teodoro Sampaio (SP),43517,-
Terra Roxa (SP),17028,-
Tietê (SP),17354,-
Timburi (SP),2795,-
Torre de Pedra (SP),29,-
Torrinha (SP),11124,-
Trabiju (SP),2755,-
Tremembé (SP),1290,-
Três Fronteiras (SP),2653,-
Tuiuti (SP),1987,-
Tupã (SP),24285,-
Tupi Paulista (SP),9913,-
Turiúba (SP),6581,-
Turmalina (SP),6762,-
Ubarana (SP),14554,-
Ubatuba (SP),142,-
Ubirajara (SP),6092,-
Uchoa (SP),15527,-
União Paulista (SP),5404,-
Urânia (SP),4873,-
Uru (SP),5166,-
Urupês (SP),21942,-
Valentim Gentil (SP),4920,-
Valinhos (SP),899,-
Valparaíso (SP),59813,-
Vargem (SP),1469,-
Vargem Grande do Sul (SP),12844,-
Vargem Grande Paulista (SP),...,...
Várzea Paulista (SP),...,...
Vera Cruz (SP),3436,-
Vinhedo (SP),164,-
Viradouro (SP),16736,-
Vista Alegre do Alto (SP),7525,-
Vitória Brasil (SP),1031,-
Votorantim (SP),841,-
Votuporanga (SP),12274,-
Zacarias (SP),11189,-
Chavantes (SP),14147,-
Estiva Gerbi (SP),2550,-
Abatiá (PR),20198,-
Adrianópolis (PR),2566,-
Agudos do Sul (PR),6758,-
Almirante Tamandaré (PR),2391,-
Altamira do Paraná (PR),4200,-
Altônia (PR),13803,-
Alto Paraná (PR),8546,-
Alto Piquiri (PR),58423,-
Alvorada do Sul (PR),44663,-
Amaporã (PR),14434,-
Ampére (PR),16502,-
Anahy (PR),10653,-
Andirá (PR),29659,-
Ângulo (PR),14248,-
Antonina (PR),1321,-
Antônio Olinto (PR),20627,-
Apucarana (PR),44545,-
Arapongas (PR),40739,-
Arapoti (PR),63237,-
Arapuã (PR),24122,-
Araruna (PR),50365,-
Araucária (PR),29923,-
Ariranha do Ivaí (PR),28285,-
Assaí (PR),45671,-
Assis Chateaubriand (PR),136815,-
Astorga (PR),52386,-
Atalaia (PR),15701,-
Balsa Nova (PR),21818,-
Bandeirantes (PR),43160,-
Barbosa Ferraz (PR),28818,-
Barracão (PR),6246,-
Barra do Jacaré (PR),13180,-
Bela Vista da Caroba (PR),12317,-
Bela Vista do Paraíso (PR),33535,-
Bituruna (PR),10650,-
Boa Esperança (PR),44063,-
Boa Esperança do Iguaçu (PR),12472,-
Boa Ventura de São Roque (PR),34786,-
Boa Vista da Aparecida (PR),8926,-
Bocaiúva do Sul (PR),1431,-
Bom Jesus do Sul (PR),8505,-
Bom Sucesso (PR),19781,-
Bom Sucesso do Sul (PR),36047,-
Borrazópolis (PR),28665,-
Braganey (PR),33133,-
Brasilândia do Sul (PR),44895,-
Cafeara (PR),10594,-
Cafelândia (PR),47291,-
Cafezal do Sul (PR),23307,-
Califórnia (PR),13858,-
Cambará (PR),46654,-
Cambé (PR),71872,-
Cambira (PR),16547,-
Campina da Lagoa (PR),65682,-
Campina do Simão (PR),17769,-
Campina Grande do Sul (PR),1049,-
Campo Bonito (PR),31235,-
Campo do Tenente (PR),16911,-
Campo Largo (PR),19700,-
Campo Magro (PR),8401,-
Campo Mourão (PR),88508,-
Cândido de Abreu (PR),41928,-
Candói (PR),84735,-
Cantagalo (PR),26821,-
Capanema (PR),34321,-
Capitão Leônidas Marques (PR),15702,-
Carambeí (PR),47512,-
Carlópolis (PR),11063,-
Cascavel (PR),180455,-
Castro (PR),116967,-
Catanduvas (PR),32067,-
Centenário do Sul (PR),31291,-
Cerro Azul (PR),22103,-
Céu Azul (PR),36554,-
Chopinzinho (PR),68700,-
Cianorte (PR),40196,-
Cidade Gaúcha (PR),13440,-
Clevelândia (PR),79689,-
Colombo (PR),307,-
Colorado (PR),20655,-
Congonhinhas (PR),39025,-
Conselheiro Mairinck (PR),19268,-
Contenda (PR),27765,-
Corbélia (PR),67121,-
Cornélio Procópio (PR),70895,-
Coronel Domingos Soares (PR),23485,-
Coronel Vivida (PR),50286,-
Corumbataí do Sul (PR),6533,-
Cruzeiro do Iguaçu (PR),10751,-
Cruzeiro do Oeste (PR),26536,-
Cruzeiro do Sul (PR),16110,-
Cruz Machado (PR),24458,-
Cruzmaltina (PR),22354,-
Curitiba (PR),121,-
Curiúva (PR),11871,-
Diamante do Norte (PR),9758,-
Diamante do Sul (PR),4771,-
Diamante D'Oeste (PR),9050,-
Dois Vizinhos (PR),41493,-
Douradina (PR),8376,-
Doutor Camargo (PR),18878,-
Enéas Marques (PR),7200,-
Engenheiro Beltrão (PR),69777,-
Esperança Nova (PR),2027,-
Entre Rios do Oeste (PR),10873,-
Espigão Alto do Iguaçu (PR),15825,-
Farol (PR),39745,-
Faxinal (PR),31153,-
Fazenda Rio Grande (PR),2541,-
Fênix (PR),30908,-
Fernandes Pinheiro (PR),27023,-
Figueira (PR),3760,-
Floraí (PR),27059,-
Flor da Serra do Sul (PR),11636,-
Floresta (PR),25310,-
Florestópolis (PR),23533,-
Flórida (PR),8759,-
Formosa do Oeste (PR),30692,-
Foz do Iguaçu (PR),19683,-
Francisco Alves (PR),38815,-
Francisco Beltrão (PR),40431,-
Foz do Jordão (PR),21178,-
General Carneiro (PR),4763,-
Godoy Moreira (PR),13442,-
Goioerê (PR),64308,-
Goioxim (PR),35779,-
Grandes Rios (PR),12457,-
Guaíra (PR),68085,-
Guairaçá (PR),15643,-
Guamiranga (PR),14962,-
Guapirama (PR),14477,-
Guaporema (PR),11071,-
Guaraci (PR),10034,-
Guaraniaçu (PR),37230,-
Guarapuava (PR),176848,-
Guaraqueçaba (PR),2426,-
Guaratuba (PR),4615,-
Honório Serpa (PR),39880,-
Ibaiti (PR),25467,-
Ibema (PR),11837,-
Ibiporã (PR),32903,-
Icaraíma (PR),13138,-
Iguaraçu (PR),19769,-
Iguatu (PR),7497,-
Imbaú (PR),5023,-
Imbituva (PR),54885,-
Inácio Martins (PR),10499,-
Inajá (PR),7515,-
Indianópolis (PR),6789,-
Ipiranga (PR),53031,-
Iporã (PR),48235,-
Iracema do Oeste (PR),12882,-
Irati (PR),71011,-
Iretama (PR),21601,-
Itaguajé (PR),6928,-
Itaipulândia (PR),21517,-
Itambaracá (PR),27693,-
Itambé (PR),35991,-
Itapejara d'Oeste (PR),33813,-
Itaperuçu (PR),3555,-
Itaúna do Sul (PR),3807,-
Ivaí (PR),38006,-
Ivaiporã (PR),42663,-
Ivaté (PR),14641,-
Ivatuba (PR),16293,-
Jaboti (PR),7207,-
Jacarezinho (PR),29613,-
Jaguapitã (PR),36319,-
Jaguariaíva (PR),43295,-
Jandaia do Sul (PR),11428,-
Janiópolis (PR),38908,-
Japira (PR),12188,-
Japurá (PR),21164,-
Jardim Alegre (PR),27566,-
Jardim Olinda (PR),4952,-
Jataizinho (PR),17724,-
Jesuítas (PR),29374,-
Joaquim Távora (PR),5574,-
Jundiaí do Sul (PR),18179,-
Juranda (PR),56958,-
Jussara (PR),27174,-
Kaloré (PR),25878,-
Lapa (PR),83312,-
Laranjal (PR),4930,-
Laranjeiras do Sul (PR),32755,-
Leópolis (PR),43617,-
Lidianópolis (PR),14365,-
Lindoeste (PR),14281,-
Loanda (PR),10196,-
Lobato (PR),20147,-
Londrina (PR),128916,-
Luiziana (PR),101168,-
Lunardelli (PR),12007,-
Lupionópolis (PR),10802,-
Mallet (PR),25247,-
Mamborê (PR),108160,-
Mandaguaçu (PR),26575,-
Mandaguari (PR),16017,-
Mandirituba (PR),4156,-
Manfrinópolis (PR),2228,-
Mangueirinha (PR),97177,-
Manoel Ribas (PR),55550,-
Marechal Cândido Rondon (PR),61253,-
Maria Helena (PR),5921,-
Marialva (PR),54226,-
Marilândia do Sul (PR),43791,-
Marilena (PR),5414,-
Mariluz (PR),44962,-
Maringá (PR),49999,-
Mariópolis (PR),28136,-
Maripá (PR),42260,-
Marmeleiro (PR),32086,-
Marquinho (PR),9669,-
Marumbi (PR),10066,-
Matelândia (PR),24478,-
Matinhos (PR),14,-
Mato Rico (PR),23183,-
Mauá da Serra (PR),7992,-
Medianeira (PR),26662,-
Mercedes (PR),14952,-
Mirador (PR),13415,-
Miraselva (PR),4454,-
Missal (PR),27128,-
Moreira Sales (PR),23739,-
Morretes (PR),1510,-
Munhoz de Melo (PR),12783,-
Nossa Senhora das Graças (PR),11515,-
Nova Aliança do Ivaí (PR),4096,-
Nova América da Colina (PR),11556,-
Nova Aurora (PR),68213,-
Nova Cantu (PR),48709,-
Nova Esperança (PR),22392,-
Nova Esperança do Sudoeste (PR),4710,-
Nova Fátima (PR),32124,-
Nova Laranjeiras (PR),17249,-
Nova Londrina (PR),7904,-
Nova Olímpia (PR),3033,-
Nova Santa Bárbara (PR),9068,-
Nova Santa Rosa (PR),24657,-
Nova Prata do Iguaçu (PR),34037,-
Nova Tebas (PR),22133,-
Novo Itacolomi (PR),7876,-
Ortigueira (PR),54809,-
Ourizona (PR),26865,-
Ouro Verde do Oeste (PR),25049,-
Paiçandu (PR),21055,-
Palmas (PR),40522,-
Palmeira (PR),93404,-
Palmital (PR),13599,-
Palotina (PR),87012,-
Paraíso do Norte (PR),14485,-
Paranacity (PR),19001,-
Paranaguá (PR),516,-
Paranapoema (PR),8007,-
Paranavaí (PR),20253,-
Pato Bragado (PR),10163,-
Pato Branco (PR),67520,-
Paula Freitas (PR),26082,-
Paulo Frontin (PR),23535,-
Peabiru (PR),58400,-
Perobal (PR),28504,-
Pérola (PR),3648,-
Pérola d'Oeste (PR),26506,-
Piên (PR),11604,-
Pinhais (PR),29,-
Pinhalão (PR),14190,-
Pinhal de São Bento (PR),4305,-
Pinhão (PR),75090,-
Piraí do Sul (PR),64965,-
Piraquara (PR),736,-
Pitanga (PR),85171,-
Pitangueiras (PR),18510,-
Planaltina do Paraná (PR),5090,-
Planalto (PR),25437,-
Ponta Grossa (PR),105017,-
Pontal do Paraná (PR),94,-
Porecatu (PR),17230,-
Porto Amazonas (PR),10484,-
Porto Barreiro (PR),17604,-
